,NYCE_Area_Data_DETECT_1002.csv,NYCE_Area_Data_DETECT_1003.csv,NYCE_Area_Data_DETECT_1095.csv,NYCE_Area_Data_DETECT_1097.csv,NYCE_Area_Data_DETECT_1135.csv,NYCE_Area_Data_DETECT_114.csv,NYCE_Area_Data_DETECT_115.csv,NYCE_Area_Data_DETECT_1217.csv,NYCE_Area_Data_DETECT_1280.csv,NYCE_Area_Data_DETECT_1286.csv,NYCE_Area_Data_DETECT_1289.csv,NYCE_Area_Data_DETECT_1343.csv,NYCE_Area_Data_DETECT_1373.csv,NYCE_Area_Data_DETECT_1382.csv,NYCE_Area_Data_DETECT_1439.csv,NYCE_Area_Data_DETECT_1456.csv,NYCE_Area_Data_DETECT_1507.csv,NYCE_Area_Data_DETECT_1525.csv,NYCE_Area_Data_DETECT_159.csv,NYCE_Area_Data_DETECT_1601.csv,NYCE_Area_Data_DETECT_1695.csv,NYCE_Area_Data_DETECT_1788.csv,NYCE_Area_Data_DETECT_1793.csv,NYCE_Area_Data_DETECT_1877.csv,NYCE_Area_Data_DETECT_1922.csv,NYCE_Area_Data_DETECT_1958.csv,NYCE_Area_Data_DETECT_2021.csv,NYCE_Area_Data_DETECT_2063.csv,NYCE_Area_Data_DETECT_2074.csv,NYCE_Area_Data_DETECT_2150.csv,NYCE_Area_Data_DETECT_2177.csv,NYCE_Area_Data_DETECT_2181.csv,NYCE_Area_Data_DETECT_2254.csv,NYCE_Area_Data_DETECT_2263.csv,NYCE_Area_Data_DETECT_2270.csv,NYCE_Area_Data_DETECT_2272.csv,NYCE_Area_Data_DETECT_2276.csv,NYCE_Area_Data_DETECT_2287.csv,NYCE_Area_Data_DETECT_2290.csv,NYCE_Area_Data_DETECT_2298.csv,NYCE_Area_Data_DETECT_2299.csv,NYCE_Area_Data_DETECT_2301.csv,NYCE_Area_Data_DETECT_2303.csv,NYCE_Area_Data_DETECT_2306.csv,NYCE_Area_Data_DETECT_2307.csv,NYCE_Area_Data_DETECT_2309.csv,NYCE_Area_Data_DETECT_2310.csv,NYCE_Area_Data_DETECT_2311.csv,NYCE_Area_Data_DETECT_2312.csv,NYCE_Area_Data_DETECT_2313.csv,NYCE_Area_Data_DETECT_2314.csv,NYCE_Area_Data_DETECT_2318.csv,NYCE_Area_Data_DETECT_2322.csv,NYCE_Area_Data_DETECT_2328.csv,NYCE_Area_Data_DETECT_2341.csv,NYCE_Area_Data_DETECT_2345.csv,NYCE_Area_Data_DETECT_2390.csv,NYCE_Area_Data_DETECT_2401.csv,NYCE_Area_Data_DETECT_2410.csv,NYCE_Area_Data_DETECT_2411.csv,NYCE_Area_Data_DETECT_2416.csv,NYCE_Area_Data_DETECT_2417.csv,NYCE_Area_Data_DETECT_2426.csv,NYCE_Area_Data_DETECT_2429.csv,NYCE_Area_Data_DETECT_2435.csv,NYCE_Area_Data_DETECT_2440.csv,NYCE_Area_Data_DETECT_2441.csv,NYCE_Area_Data_DETECT_2442.csv,NYCE_Area_Data_DETECT_2451.csv,NYCE_Area_Data_DETECT_2458.csv,NYCE_Area_Data_DETECT_2468.csv,NYCE_Area_Data_DETECT_2472.csv,NYCE_Area_Data_DETECT_2473.csv,NYCE_Area_Data_DETECT_2474.csv,NYCE_Area_Data_DETECT_2490.csv,NYCE_Area_Data_DETECT_2491.csv,NYCE_Area_Data_DETECT_2493.csv,NYCE_Area_Data_DETECT_2496.csv,NYCE_Area_Data_DETECT_2501.csv,NYCE_Area_Data_DETECT_2503.csv,NYCE_Area_Data_DETECT_2504.csv,NYCE_Area_Data_DETECT_2510.csv,NYCE_Area_Data_DETECT_2511.csv,NYCE_Area_Data_DETECT_2512.csv,NYCE_Area_Data_DETECT_2513.csv,NYCE_Area_Data_DETECT_2515.csv,NYCE_Area_Data_DETECT_2524.csv,NYCE_Area_Data_DETECT_2528.csv,NYCE_Area_Data_DETECT_2530.csv,NYCE_Area_Data_DETECT_2540.csv,NYCE_Area_Data_DETECT_2541.csv,NYCE_Area_Data_DETECT_2544.csv,NYCE_Area_Data_DETECT_2560.csv,NYCE_Area_Data_DETECT_2562.csv,NYCE_Area_Data_DETECT_2565.csv,NYCE_Area_Data_DETECT_2567.csv,NYCE_Area_Data_DETECT_2568.csv,NYCE_Area_Data_DETECT_2571.csv,NYCE_Area_Data_DETECT_2575.csv,NYCE_Area_Data_DETECT_2578.csv,NYCE_Area_Data_DETECT_2606.csv,NYCE_Area_Data_DETECT_2607.csv,NYCE_Area_Data_DETECT_2610.csv,NYCE_Area_Data_DETECT_2614.csv,NYCE_Area_Data_DETECT_2634.csv,NYCE_Area_Data_DETECT_2636.csv,NYCE_Area_Data_DETECT_2639.csv,NYCE_Area_Data_DETECT_2644.csv,NYCE_Area_Data_DETECT_386.csv,NYCE_Area_Data_DETECT_400.csv
2023-12-28,0.3005555555555556,,,0,1.2905555555555555,,0.21666666666666667,1.1147222222222222,0.5527777777777778,0,1.3508333333333333,,1.2294444444444443,0.9808333333333333,,1.478888888888889,0.3352777777777778,,1.971111111111111,0.6227777777777778,0.1963888888888889,,1.593611111111111,0.06,,0.14166666666666666,0.03722222222222222,0.9394444444444444,1.9633333333333334,,,0.04777777777777778,0.0575,0.15222222222222223,0.7680555555555556,2.9819444444444443,0.23222222222222222,0.17194444444444446,0.33611111111111114,0.855,3.1744444444444446,,0.6613888888888889,0.23444444444444446,0.03944444444444444,0.475,0.06388888888888888,1.4633333333333334,0.07166666666666667,0,0.5658333333333333,0,0.16277777777777777,0.3794444444444444,0.06583333333333333,,0,0.2075,0.07527777777777778,0.15833333333333333,0.5036111111111111,,0,0.27111111111111114,0.45166666666666666,0.6580555555555555,0.17083333333333334,0.06694444444444445,2.0388888888888888,0.06555555555555556,0.6416666666666667,0.058888888888888886,0.7716666666666666,0.7911111111111111,1.0361111111111112,0.4438888888888889,3.287777777777778,0.37805555555555553,0,0.20222222222222222,0.5794444444444444,0.6963888888888888,0.425,,0.03888888888888889,,,,,,,,,,,,,,,,,,,,,,,,0.11555555555555555,0.07583333333333334
2023-12-29,0.4125,,,0.0,2.4741666666666666,,0.12694444444444444,1.17,0.5088888888888888,1.5502777777777779,0.6913888888888889,,0.815,1.0594444444444444,,0.6677777777777778,0.5213888888888889,,1.0772222222222223,0.5297222222222222,0.2833333333333333,,3.736666666666667,0.11972222222222222,,0.31194444444444447,0.06555555555555556,0,1.8880555555555556,,,0.011666666666666667,0.475,0.17222222222222222,0.78,3.609166666666667,0.2833333333333333,0.09277777777777778,0.4786111111111111,0.8736111111111111,2.6894444444444443,,0.7916666666666666,0.21555555555555556,0.012222222222222223,0.42444444444444446,0.10305555555555555,0.45361111111111113,0.019444444444444445,3.1013888888888888,0.39222222222222225,0,0.21166666666666667,0.45416666666666666,0.07222222222222222,,0,0.18333333333333332,0.2972222222222222,0.15333333333333332,0.6111111111111112,,0,0.1238888888888889,0.35833333333333334,0.3761111111111111,0.215,0.06166666666666667,2.5944444444444446,0.16361111111111112,0.5636111111111111,0.058333333333333334,1.061388888888889,0.76,1.1541666666666666,0.3933333333333333,2.397777777777778,0.11611111111111111,0,0.5808333333333333,0.7447222222222222,0.5863888888888888,0.3566666666666667,,0.034444444444444444,,,,,,,,,,,,,,,,,,,,,,,,0.2961111111111111,0.08611111111111111
2023-12-30,0.49,,,0,0.7041666666666667,,0.17583333333333334,1.2191666666666667,0.6633333333333333,1.4416666666666667,0.6816666666666666,,0.8436111111111111,1.058888888888889,,0.7411111111111112,0.15138888888888888,,1.4027777777777777,0.40055555555555555,0.7027777777777777,,1.1505555555555556,0.11805555555555555,,0.20166666666666666,0.08416666666666667,0,1.448611111111111,,,0.021944444444444444,0.35805555555555557,0.18083333333333335,1.0655555555555556,2.8316666666666666,0.30194444444444446,0.06777777777777778,0.36972222222222223,0.7961111111111111,1.7072222222222222,,0.29527777777777775,0.4,0.008333333333333333,0.35805555555555557,0.056666666666666664,0.5197222222222222,0.021388888888888888,2.613611111111111,0.8086111111111111,0,0.37444444444444447,0.9863888888888889,0.05333333333333334,,0,0.1661111111111111,0.18888888888888888,0.2225,0.3794444444444444,,0,0.4925,0.33666666666666667,0.30583333333333335,0.13972222222222222,0.03777777777777778,1.691111111111111,0.058333333333333334,0.46,0.06305555555555556,1.7322222222222223,,0.815,0.4577777777777778,1.8044444444444445,0,0.14166666666666666,0.2388888888888889,0.6222222222222222,0.6797222222222222,0.225,,0.014444444444444444,,,,,,,,,,,,,,,,,,,,,,,,0.1313888888888889,0.13111111111111112
2023-12-31,1.185,,,0,1.396111111111111,,0.13666666666666666,1.5386111111111112,0.5280555555555555,1.5080555555555555,0.5416666666666666,,0.6705555555555556,1.353611111111111,,2.0947222222222224,0.46111111111111114,,1.6119444444444444,0.36527777777777776,0.175,,0.635,0.15305555555555556,,0.18833333333333332,0.10444444444444445,0,2.3294444444444444,,,0.013333333333333334,0.23444444444444446,0.19666666666666666,0.7116666666666667,3.1055555555555556,0.24333333333333335,0.1502777777777778,0.5247222222222222,0.8091666666666667,1.4541666666666666,,0.42083333333333334,0.8911111111111111,0.0030555555555555557,0.47333333333333333,0.035833333333333335,0.2697222222222222,0.025555555555555557,0.8847222222222222,0.545,0.19416666666666665,0.15888888888888889,0.5641666666666667,0.07333333333333333,,0.45916666666666667,0.22166666666666668,0.1075,0.17416666666666666,0.31805555555555554,,0,0.475,1.6044444444444443,1.3186111111111112,0.47055555555555556,0.035833333333333335,2.5194444444444444,0.13944444444444445,0.5152777777777777,0.051666666666666666,1.1891666666666667,,0.7247222222222223,0.42694444444444446,1.6780555555555556,0,0.36027777777777775,0.27055555555555555,0.5547222222222222,0.8630555555555556,0.23083333333333333,,0.021388888888888888,,,,,,,,,,,,,,,,,,,,,,,,0.12638888888888888,0.25083333333333335
2024-01-01,0.4186111111111111,,,0,1.0102777777777778,,0.10305555555555555,1.7461111111111112,0.7777777777777778,1.9480555555555557,0.9936111111111111,,0.6530555555555555,1.6052777777777778,,1.0363888888888888,0.3497222222222222,,1.3416666666666666,1.1766666666666667,0.7852777777777777,,0.2827777777777778,0.05694444444444444,,0.41,0.05555555555555555,0.2891666666666667,2.686111111111111,,,0.021111111111111112,0.14055555555555554,0.3363888888888889,0.8555555555555555,3.6908333333333334,0.24638888888888888,0.14805555555555555,0.3477777777777778,0.5447222222222222,2.6172222222222223,,0.41333333333333333,1.1605555555555556,,0.39944444444444444,0.043333333333333335,0.5311111111111111,0.021111111111111112,0.37805555555555553,0.5975,0.9766666666666667,0.12944444444444445,0.6702777777777778,0.08083333333333333,,1.28,0.21583333333333332,0.46,0.365,0.5769444444444445,,0,0.4513888888888889,0.3466666666666667,1.0272222222222223,0.3413888888888889,0.03361111111111111,2.4455555555555555,0.13027777777777777,0.5469444444444445,0.042222222222222223,2.4808333333333334,,1.1552777777777778,0.3466666666666667,2.1372222222222224,0,0.22555555555555556,1.0902777777777777,0.5113888888888889,0.8672222222222222,0.2852777777777778,,0.10166666666666667,,,,,,,,,,,,,,,,,,,,,,,,0.12194444444444444,0.0636111111111111
2024-01-02,0.37722222222222224,,,0.0,3.2030555555555558,,0.15444444444444444,1.3833333333333333,0.6336111111111111,1.3083333333333333,0.6058333333333333,,0.6930555555555555,0.8816666666666667,,1.585,0.28888888888888886,,1.3044444444444445,2.4941666666666666,0.18638888888888888,,0.2813888888888889,0.09027777777777778,,0.08222222222222222,0.06166666666666667,0.22111111111111112,1.9516666666666667,,,0.023055555555555555,0.19916666666666666,0.5727777777777778,0.6975,2.562222222222222,0.19055555555555556,0.23583333333333334,0.3080555555555556,1.1283333333333334,3.5033333333333334,,0.6827777777777778,0.6133333333333333,,0.4166666666666667,0.07305555555555555,0.43666666666666665,0.052222222222222225,0.6497222222222222,0.4741666666666667,0.6827777777777778,0.26055555555555554,0.4761111111111111,0.08305555555555555,,1.0711111111111111,0.10722222222222222,0.16194444444444445,0.4613888888888889,0.29,,0,0.7127777777777777,0.4036111111111111,2.3136111111111113,0.17916666666666667,0.04638888888888889,1.1883333333333332,0.058055555555555555,0.4538888888888889,0.08027777777777778,1.2027777777777777,,0.9366666666666666,0.34833333333333333,2.6197222222222223,0.1411111111111111,0.3825,0.22583333333333333,0.6275,0.5675,0.26555555555555554,,0.12527777777777777,,,,,,,,,,,,,,,,,,,,,,,,0.15694444444444444,0.32972222222222225
2024-01-03,0.30833333333333335,,,0,1.2316666666666667,,0.1411111111111111,1.3683333333333334,0.6766666666666666,1.3475,0.4713888888888889,,0.41833333333333333,1.201111111111111,,1.548888888888889,0.17194444444444446,,1.4469444444444444,0.27944444444444444,0.5180555555555556,,0.4836111111111111,0.1375,,0.08222222222222222,0.06,0.14944444444444444,2.3933333333333335,,,0.022222222222222223,0.835,0.2452777777777778,0.7705555555555555,2.45,0.36666666666666664,0.08083333333333333,0.28444444444444444,1.5419444444444443,2.395,,0.6527777777777778,0.30694444444444446,,0.5327777777777778,0.09583333333333334,0.3411111111111111,0.04083333333333333,0.7894444444444444,0.5416666666666666,0.5011111111111111,0.1947222222222222,0.8116666666666666,0.2127777777777778,,1.263611111111111,0.3438888888888889,0.14777777777777779,0.2336111111111111,0.39166666666666666,,0,0.39666666666666667,0.2791666666666667,3.0613888888888887,1.26,0.041944444444444444,1.3877777777777778,0.05555555555555555,0.7297222222222223,0.08611111111111111,1.583611111111111,,0.8813888888888889,0.2872222222222222,2.1547222222222224,0.2613888888888889,0,0.23972222222222223,0.6825,0.8108333333333333,0.2411111111111111,,0.5216666666666666,,,,,,,,,,,,,,,,,,,,,,,,0.17222222222222222,0.07083333333333333
2024-01-04,0.0763888888888889,,,0.1725,1.0,,0.3466666666666667,1.306111111111111,0.8122222222222222,1.1344444444444444,0.465,,0.8383333333333334,1.2847222222222223,,1.9169444444444443,0.2061111111111111,,1.3625,0.5005555555555555,0.10277777777777777,,0.8080555555555555,0.07527777777777778,,0.03222222222222222,0.05333333333333334,0.13111111111111112,1.7025,,,0.0175,0.34944444444444445,0.19083333333333333,1.021388888888889,2.6830555555555557,0.1063888888888889,0.11694444444444445,0.40055555555555555,1.4583333333333333,1.1297222222222223,,0.68,0.31555555555555553,,0.6016666666666667,0.043333333333333335,0.3472222222222222,0.024444444444444446,0.7419444444444444,0.445,0.2575,0.12305555555555556,0.35305555555555557,0.15805555555555556,,1.0586111111111112,0.7713888888888889,0.20083333333333334,0.9063888888888889,0.36444444444444446,,0,0.35833333333333334,0.38222222222222224,3.0027777777777778,0.18638888888888888,0.03222222222222222,1.5061111111111112,0.03861111111111111,0.5638888888888889,0.09527777777777778,1.173888888888889,,1.025,0.30777777777777776,2.4472222222222224,0.8019444444444445,0,0.43944444444444447,0.755,0.8980555555555556,0.21138888888888888,,1.3069444444444445,,,,,,,,,,,,,,,,,,,,,,,,0.09194444444444444,0.08861111111111111
2024-01-05,0.04083333333333333,,,0.08194444444444444,1.068888888888889,,0.18138888888888888,1.3172222222222223,0.5958333333333333,1.6975,0.5069444444444444,,0.545,1.3652777777777778,,1.5947222222222222,0.1225,,1.4575,0.5519444444444445,0.16944444444444445,,1.7077777777777778,0.1386111111111111,,0.12861111111111112,0.0625,0.07083333333333333,2.5794444444444444,,,0.03666666666666667,0.05388888888888889,0.19972222222222222,1.65,2.1069444444444443,0.2461111111111111,0.11777777777777777,0.5044444444444445,1.3125,1.8063888888888888,,0.5480555555555555,0.38055555555555554,,0.30944444444444447,0.28805555555555556,0.47833333333333333,0.021388888888888888,0.46694444444444444,0.7780555555555555,0.35555555555555557,0.0661111111111111,0.3522222222222222,0.10611111111111111,,1.243611111111111,0.17972222222222223,0.2677777777777778,0.19,0.3497222222222222,,0,0.315,0.30694444444444446,0.8666666666666667,0.12611111111111112,0.07777777777777778,1.41,0.04833333333333333,0.6222222222222222,0.06,1.2166666666666666,0.3238888888888889,1.3377777777777777,0.45222222222222225,2.506666666666667,0.17666666666666667,0,0.6352777777777778,0.7583333333333333,1.176388888888889,0.24138888888888888,,1.2283333333333333,,,,,,,,,,,,,,,,,,,,,,,,0.21833333333333332,0.1272222222222222
2024-01-06,0.07166666666666667,,,0.14333333333333334,0.9888888888888889,,0.15138888888888888,1.2558333333333334,0.6588888888888889,1.0963888888888889,0.6013888888888889,,0.5261111111111111,1.7475,,1.7119444444444445,0.23583333333333334,,1.4294444444444445,0.16055555555555556,0.2475,,0.8586111111111111,0.13972222222222222,,0.8652777777777778,0.05388888888888889,0.06805555555555555,1.956388888888889,,,0.023055555555555555,0,0.205,0.7908333333333334,2.7602777777777776,0.1963888888888889,0.0725,0.5855555555555556,1.5497222222222222,1.3033333333333332,,0.7811111111111111,0.23027777777777778,,0.6558333333333334,0.06555555555555556,0.48194444444444445,0.021111111111111112,0.5447222222222222,0.5016666666666667,0.35833333333333334,0.045,0.4622222222222222,0.1463888888888889,,1.4844444444444445,0.18722222222222223,0.08583333333333333,0.1986111111111111,0.32055555555555554,,0,0.7555555555555555,0.5211111111111111,1.376111111111111,0.31305555555555553,0.07416666666666667,1.4158333333333333,0.1986111111111111,0.4336111111111111,0.05472222222222222,0.9727777777777777,0.8036111111111112,0.7441666666666666,0.9744444444444444,3.6644444444444444,0.2063888888888889,0,1.048888888888889,1.1675,1.0394444444444444,0.2038888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,0.18722222222222223,0.10611111111111111
2024-01-07,0.028888888888888888,,,0.07194444444444445,1.0058333333333334,,0.34,1.67,0.4647222222222222,1.3272222222222223,0.41083333333333333,,0.8666666666666667,1.5663888888888888,,1.3494444444444444,0.1338888888888889,,1.7822222222222222,0.5247222222222222,0.20194444444444445,,0.46694444444444444,0.09472222222222222,,2.506666666666667,0.04416666666666667,0.1025,2.3047222222222223,,,0.034444444444444444,0,0.18861111111111112,0.5433333333333333,5.134166666666666,0.20972222222222223,0.10944444444444444,0.27805555555555556,1.3358333333333334,1.0947222222222222,,0.565,0.2822222222222222,,0.44277777777777777,0.03972222222222222,0.4841666666666667,0.025,0.6552777777777777,0.78,0.9119444444444444,0.03888888888888889,0.41583333333333333,0.15555555555555556,,1.5172222222222222,0.13027777777777777,0.11472222222222223,0.20222222222222222,0.47444444444444445,,0,0.4622222222222222,1.5733333333333333,3.0475,0.2011111111111111,0.6433333333333333,1.4641666666666666,0.1275,0.45694444444444443,0.08444444444444445,0.9147222222222222,1.0055555555555555,1.1644444444444444,0.35888888888888887,2.241111111111111,0.22027777777777777,0,2.4919444444444445,0.8994444444444445,0.1913888888888889,0.2411111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,0.1388888888888889,0.18861111111111112
2024-01-08,0.47444444444444445,,,1.4216666666666666,1.0875,,0.11277777777777778,1.4194444444444445,0.4452777777777778,1.7733333333333334,0.39555555555555555,,0.48777777777777775,1.8216666666666668,,2.058333333333333,0.15416666666666667,,1.5577777777777777,0.8619444444444444,0.13555555555555557,,0.3030555555555556,0.10388888888888889,,0.3463888888888889,0.06805555555555555,0.23805555555555555,2.2091666666666665,,,0.006388888888888889,0,0.38027777777777777,0.7675,4.491944444444444,0.2644444444444444,0.06305555555555556,0.5083333333333333,1.7683333333333333,4.946111111111111,,0.4841666666666667,0.23972222222222223,0.05333333333333334,0.4975,0.059722222222222225,0.5133333333333333,0.023055555555555555,0.5144444444444445,0.6275,0.36083333333333334,0.035833333333333335,0.6072222222222222,0.22722222222222221,,1.9633333333333334,0.20666666666666667,0.41444444444444445,0.20416666666666666,0.2861111111111111,,0,0.44222222222222224,1.3433333333333333,2.6969444444444446,0.13055555555555556,0.07555555555555556,1.7236111111111112,0.7683333333333333,0.3252777777777778,0.7488888888888889,0.6605555555555556,1.9405555555555556,1.8944444444444444,0.4583333333333333,2.067222222222222,0.2827777777777778,0,0.49,0.9655555555555555,0.20027777777777778,0.42083333333333334,0,,,,,,,,,,,,,,,,,,,,,,,,,0.1413888888888889,0.14527777777777778
2024-01-09,0.445,,,0.075,1.4316666666666666,,0.1297222222222222,1.4216666666666666,0.45555555555555555,1.1961111111111111,0.5733333333333334,,0.5705555555555556,2.3019444444444446,,0.025277777777777777,0.1975,,1.7855555555555556,0.31722222222222224,0.09166666666666666,,1.0225,0.12944444444444445,,0.48527777777777775,0.0636111111111111,0.07111111111111111,2.201388888888889,,,0.10361111111111111,0.06666666666666667,1.005,0.7866666666666666,3.5775,0.21833333333333332,0.11861111111111111,0.4880555555555556,1.7322222222222223,3.9430555555555555,,0.2688888888888889,0.1527777777777778,0.4038888888888889,0.45,0.057777777777777775,0.7288888888888889,0.014722222222222222,1.0013888888888889,0.4713888888888889,0.42,0.1075,0.31,0.19333333333333333,,2.0519444444444446,0.14833333333333334,0.2836111111111111,0.1411111111111111,0.3527777777777778,,0,0.6236111111111111,1.12,2.879722222222222,0.8477777777777777,0.049444444444444444,1.8177777777777777,0.056666666666666664,0.6105555555555555,0.08833333333333333,0.9330555555555555,1.488888888888889,1.4697222222222222,0.5069444444444444,1.8377777777777777,0.18305555555555555,0.0,0.3036111111111111,0.8172222222222222,0.23472222222222222,0.38805555555555554,,,,,,,,,,,,,,,,,,,,,,,,,,0.21916666666666668,0.050555555555555555
2024-01-10,0.4888888888888889,,,0.08138888888888889,1.1966666666666668,,0.052222222222222225,1.4908333333333332,0.4058333333333333,1.3577777777777778,1.1991666666666667,,0.9641666666666666,1.636388888888889,,,2.0933333333333333,,0.2325,0.33611111111111114,0.2361111111111111,,1.9030555555555555,0.08333333333333333,,0.11444444444444445,0.02361111111111111,0.45944444444444443,2.5855555555555556,,,0.008611111111111111,0.3525,0.435,1.17,3.055277777777778,0.09527777777777778,0.21611111111111111,0.4125,1.3927777777777777,3.649722222222222,,0.42083333333333334,0.4438888888888889,0.2061111111111111,0.1322222222222222,0.03611111111111111,0.4097222222222222,0.03888888888888889,0.7658333333333334,0.6486111111111111,0.5088888888888888,0.07,0.5377777777777778,0.20694444444444443,,0.9683333333333334,0.30944444444444447,0.12805555555555556,0.14083333333333334,0.18666666666666668,,0,0.6172222222222222,0.9477777777777778,1.5580555555555555,0.16916666666666666,0.06111111111111111,1.3452777777777778,0.05277777777777778,0.40444444444444444,0.08888888888888889,1.323888888888889,1.756388888888889,1.3427777777777778,0.2513888888888889,1.843611111111111,0.41638888888888886,0,1.2586111111111111,0.7794444444444445,0.21611111111111111,0.25166666666666665,0,,0.34194444444444444,,,,,,,,,,,,,,,,,,,,,,,0.2644444444444444,0
2024-01-11,0.2947222222222222,,,0.07777777777777778,1.2647222222222223,,0.1597222222222222,1.146111111111111,0.46,0.8541666666666666,0.5013888888888889,,1.086111111111111,0.21305555555555555,,,0.235,,2.2325,0.2511111111111111,0.12444444444444444,,1.7325,0.06972222222222223,,0.18888888888888888,0.07416666666666667,0.07555555555555556,1.9258333333333333,,,0.022222222222222223,0.1436111111111111,0.4588888888888889,0.7233333333333334,3.136388888888889,0.27944444444444444,0.07166666666666667,0.415,1.0663888888888888,1.6744444444444444,,0.5655555555555556,0.23222222222222222,0.42027777777777775,0.6497222222222222,0.036944444444444446,0.4388888888888889,0.01972222222222222,0.5666666666666667,0.5391666666666667,0.2775,0.11777777777777777,0.555,0.12166666666666667,,1.261388888888889,0.21777777777777776,0.09388888888888888,0.18444444444444444,0.21027777777777779,,0,0.28805555555555556,0.4488888888888889,1.9491666666666667,0.12305555555555556,0.024444444444444446,3.2794444444444446,0.22305555555555556,0.5566666666666666,0.06805555555555555,2.1902777777777778,0.8291666666666667,0.8516666666666667,0.39555555555555555,3.0188888888888887,0.12055555555555555,0,0.8727777777777778,0.5591666666666667,0.2638888888888889,0.3388888888888889,1.1972222222222222,,0.5336111111111111,,,,,,,,,,,,,,,,,,,,,,,0.11916666666666667,0
2024-01-12,0.3088888888888889,,,0.095,0.9505555555555556,,0.07861111111111112,2.3222222222222224,0.6241666666666666,1.0397222222222222,0.8236111111111111,,0.9769444444444444,0.2613888888888889,,,0.2588888888888889,,2.1294444444444443,0.4841666666666667,0.1411111111111111,,1.346111111111111,0.18833333333333332,,0.15861111111111112,0.08277777777777778,0.18083333333333335,2.0741666666666667,,,0.013888888888888888,0.29583333333333334,0.485,0.8741666666666666,3.132222222222222,0.195,0.0825,0.6102777777777778,1.601388888888889,4.254444444444444,,1.3911111111111112,0.29333333333333333,0.3763888888888889,0.5938888888888889,0.042777777777777776,0.45444444444444443,0.029166666666666667,0.8905555555555555,0.9305555555555556,0.15888888888888889,0.050833333333333335,0.6861111111111111,0.14027777777777778,,1.4986111111111111,0.19194444444444445,0.045,0.2775,0.42333333333333334,,0,0.28833333333333333,0.35055555555555556,0.9027777777777778,0.13,0.021666666666666667,1.6083333333333334,1.6447222222222222,0.48055555555555557,0.0475,3.7241666666666666,0.7627777777777778,1.4027777777777777,0.23833333333333334,2.5394444444444444,0,0,0.4911111111111111,0.6983333333333334,0.4622222222222222,0.435,0.35305555555555557,,0.6086111111111111,,,,,,,,,,,,,,,,,,,,,,,0.31666666666666665,0
2024-01-13,0.5066666666666667,,,0.09583333333333334,1.1622222222222223,,0.21805555555555556,1.13,0.6052777777777778,2.0416666666666665,0.5772222222222222,,0.8430555555555556,0.2725,,,0.1686111111111111,,1.41,0.1338888888888889,0.11361111111111111,,0,0.2075,,0.30083333333333334,0.0375,0.10805555555555556,2.0555555555555554,,,0.028055555555555556,0.3875,0.28444444444444444,0.9897222222222222,2.5419444444444443,0.2786111111111111,0.04722222222222222,0.4147222222222222,0.7363888888888889,4.930555555555555,,0.5472222222222223,0.37305555555555553,0.3877777777777778,0.5322222222222223,0.025833333333333333,0.6113888888888889,0.09305555555555556,1.2466666666666666,0.6769444444444445,0.325,0.245,0.9444444444444444,0.05333333333333334,,1.5791666666666666,0.24083333333333334,0.09194444444444444,0.225,0.4047222222222222,,0,0.17444444444444446,0.6847222222222222,1.616111111111111,0.17,0.05305555555555556,2.022222222222222,2.2980555555555555,0.3844444444444444,0.11694444444444445,1.7677777777777777,1.7133333333333334,1.3108333333333333,0.35194444444444445,3.2383333333333333,0,0,0.6294444444444445,4.931666666666667,1.1452777777777778,0.47055555555555556,1.755,,0.7294444444444445,,,,,,,,,,,,,,,,,,,,,,,0.19055555555555556,0
