2023-12-04,0.15597277777777777,,,1.8048277777777775,0.37519388888888894,,1.644669166666667,0.6955016666666667,6.575806666666667,0.0,4.94797111111111,,0.0,1.6463438888888888,,0.002429722222222222,0.02526833333333333,,3.9179283333333332,0.0,0.04633305555555555,,4.895438611111111,6.387746666666666,,7.779013611111111,0.0,1.2648088888888886,0.11201222222222224,,,0.0,1.3950619444444445,0.0019847222222222224,0.14392027777777777,0.008204722222222223,8.246808055555556,1.993433888888889,3.7677894444444444,2.8354194444444443,0.0,,0.0069925,3.6520691666666667,0.02174888888888889,3.300443055555556,4.393485,0.9595605555555556,6.580610277777776,4.740543055555555,5.376730277777778,3.6631880555555556,4.932142499999999,1.5747344444444442,3.5593449999999995,,,0.6710994444444444,0.4664202777777778,2.165801111111111,0.0015441666666666666,,2.9768830555555557,11.498066111111111,1.5519497222222223,2.9377530555555555,0.3644408333333334,0.0,0.6435822222222222,8.293985833333334,0.14299472222222223,1.0620433333333335,0.626645,1.8778972222222226,2.0757999999999996,,0.18289249999999999,2.866535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9984994444444442,4.555549444444444
2023-12-05,0.08534888888888888,,,2.131869722222222,0.024948888888888885,,8.709378888888887,0.006273055555555556,8.588634444444445,0.0,5.392348055555555,,0.0,1.4161419444444445,,0.015359166666666667,0.0,,1.6094822222222223,0.0,0.06475194444444445,,0.0957563888888889,3.31216,,6.277875555555554,0.0,4.073370000000001,0.4368599999999999,,,0.0,0.09327472222222223,0.006812222222222223,0.0635238888888889,0.09026583333333334,5.397430000000001,0.0,9.452871666666667,0.5751030555555555,0.0,,1.5606419444444442,3.386593333333334,0.3027997222222222,1.6170288888888886,9.740314999999999,1.6081544444444447,5.339067777777778,4.923873888888889,2.5225991666666667,4.488476666666667,1.7386963888888889,0.22481555555555566,2.1299994444444446,,,3.9625869444444444,3.1193991666666663,3.154809444444444,0.016872500000000002,,5.8492999999999995,8.778028611111111,6.800422499999999,1.7973352777777778,0.44283972222222223,0.0,0.06088055555555556,9.797031111111112,0.2650130555555556,0.25279833333333335,0.006406944444444444,1.4974477777777773,1.8861283333333332,,0.04375083333333333,3.838022777777778,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7167625,4.020945000000001
2023-12-06,1.1552016666666665,,,0.46233833333333335,0.02769638888888889,,6.059547222222223,0.04308694444444445,6.551748333333334,0.0,3.628042222222222,,0.0,3.221698611111111,,0.024022222222222223,0.0,,3.4832444444444444,0.0,2.545256388888889,,4.444265277777778,5.916896944444446,,6.171919166666666,0.0,3.3174088888888886,0.11939583333333334,,,0.0,1.4011122222222223,0.0,0.05503527777777778,0.005313055555555555,3.407627777777778,0.2694622222222222,9.647783333333333,3.0223911111111113,0.0,,0.4977666666666667,1.3961038888888888,0.0003722222222222222,3.2599802777777778,1.7738655555555554,1.808892777777778,6.715095555555557,5.8964638888888885,3.1780519444444444,3.6795619444444445,1.9016766666666665,0.37628138888888885,1.3451825,,,1.5610797222222224,3.2085863888888886,2.988847222222222,0.07115305555555555,,4.590303611111111,9.110813055555557,0.0016908333333333333,3.801664444444444,0.3292872222222223,0.0,1.288481111111111,11.603417777777778,0.16417777777777776,0.006794166666666667,2.4713430555555553,0.0873813888888889,0.35509250000000003,,0.06484277777777778,0.6394124999999999,1.4072122222222223,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0119733333333336,4.168495277777778
2023-12-07,1.6092155555555552,,,0.8684944444444446,0.4410030555555556,,0.6691752777777779,0.02149111111111111,6.390515555555555,2.858219722222222,4.313406666666666,,0.0,4.425806944444444,,0.0,0.0,,3.7553963888888893,0.0059275,0.013595277777777777,,2.598263611111111,14.456914722222221,,3.070578333333333,0.0,4.039593055555556,0.012886944444444444,,,0.0,17.70079472222222,0.0,0.6187411111111111,0.004353611111111111,3.0706630555555554,1.124611388888889,7.619203888888888,3.245819444444445,0.0,,2.044928611111111,0.3028941666666667,0.5468019444444445,9.64049861111111,4.8237805555555555,0.12514027777777778,8.090958333333331,7.417715277777778,6.168684722222223,4.695557222222222,0.11829333333333332,0.41027166666666665,2.16007,,,1.8590694444444444,3.7769458333333334,4.6313,2.2700302777777774,,2.9592705555555554,12.20032583333333,0.02968277777777778,0.23339416666666662,0.23880722222222223,0.0,0.05106722222222222,13.281105555555557,0.6921072222222221,0.0,2.5327588888888894,0.6198774999999999,1.6837338888888882,,0.030678611111111108,1.6915544444444444,8.033042777777778,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9200897222222215,8.138733888888892
2023-12-08,0.01478,,,3.8652041666666666,0.09089916666666668,,5.653359722222222,1.742061111111111,9.212063055555555,2.173160833333333,4.109188333333333,,0.0,3.8602216666666664,,0.02004888888888889,0.006938055555555555,,1.2944713888888888,0.0007741666666666666,0.05417916666666667,,0.7793777777777777,24.0,,7.979455277777778,0.0,2.4182877777777776,0.07078472222222223,,,0.0,24.0,0.008049444444444444,1.5139888888888888,0.010698055555555554,6.956412777777777,1.0746958333333334,4.8122475,2.7445983333333333,24.0,,0.04891638888888889,0.3220002777777778,0.029165277777777776,1.2261280555555554,2.557253333333333,6.944707499999999,6.918327777777778,4.3152244444444445,8.650310555555556,3.2993666666666663,1.5931147222222224,1.5919124999999998,3.7293308333333335,,,4.93323111111111,5.214713333333333,1.8011697222222227,0.10882833333333333,,3.681606111111111,9.135553333333332,4.300024444444444,5.315792777777777,0.35841833333333334,0.0,0.5432994444444443,8.117610555555554,1.6998844444444445,0.13907555555555556,0.642816111111111,1.301837222222222,6.923411666666667,,1.875863333333333,11.786514722222222,0.108,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7413325,4.633739444444445
2023-12-09,1.0037219444444443,,,0.1851375,0.9697747222222223,,5.045905277777777,0.11340638888888889,5.587731944444445,4.050079722222223,2.2786377777777775,,0.0,3.7420477777777776,,0.013563333333333332,0.0,,2.813337777777778,0.001128888888888889,0.08540694444444444,,3.5096358333333333,24.0,,0.011833888888888889,0.0,3.319183333333333,0.22434777777777776,,,0.0,24.0,0.008692777777777777,0.35555,0.0897438888888889,6.6984619444444435,2.2014069444444444,7.916991111111112,5.073578055555556,24.0,,0.0012558333333333334,1.0878002777777778,0.7316666666666668,3.070863611111111,4.115896944444445,3.6153575,6.148112222222222,6.649004166666667,4.461348333333334,3.313536111111111,0.1769702777777778,0.07879333333333333,0.20712,,,0.8117277777777778,10.583362777777777,2.7593669444444444,0.007819722222222221,,4.041253888888889,11.300233055555553,0.0025180555555555555,0.07487,0.3333763888888889,0.0,0.022380833333333332,8.327380555555555,0.008402222222222222,0.03228611111111111,3.4507513888888885,0.6780608333333334,2.018643888888889,,2.8518569444444446,24.0,3.7662441666666666,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4968394444444446,0.9709666666666666
2023-12-10,0.634345,,,1.0859552777777777,0.14524555555555552,,1.162106111111111,0.01461722222222222,4.504041388888889,1.7687738888888889,4.542445555555556,,0.0,1.17974,,0.0,0.011829722222222224,,4.9287069444444445,0.0,0.07030194444444444,,6.621443888888889,16.292450555555558,,2.3088241666666667,0.0,2.547846111111111,0.08384194444444444,,,0.0,24.0,0.0,0.7837383333333334,0.004298333333333334,6.701769166666667,2.4148827777777777,5.515364444444445,7.685639444444444,24.0,,1.6968255555555556,0.0,0.15681083333333334,0.6994902777777777,4.281325000000001,0.16194333333333336,4.760611111111111,5.519450555555554,2.5761994444444443,0.22880972222222223,0.002163333333333334,3.1918966666666666,6.485844722222222,,,3.137014166666667,1.9715283333333333,0.2401686111111111,0.05733805555555556,,7.139005555555557,9.551866666666669,0.0067466666666666664,2.0313083333333335,0.19905444444444442,0.0,0.0975275,3.759907777777778,0.3758472222222222,0.3816994444444445,0.3595036111111111,0.5517330555555554,6.122915277777776,,0.029502499999999994,24.0,12.452523333333335,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5247047222222214,1.4553308333333337
2023-12-11,0.3676336111111111,,,0.8498461111111111,0.1504188888888889,,3.8160113888888887,0.005462222222222222,5.219913888888889,2.0265905555555555,6.167775833333334,,0.0,6.155534444444445,,0.03024083333333333,0.00047666666666666674,,8.642267222222223,3.007761666666667,0.5903769444444444,,5.577169444444444,3.6130775,,0.32528527777777777,0.0,1.141077222222222,0.02959166666666667,,,0.0,24.0,0.008733333333333333,0.6447725,0.010685277777777776,6.220938055555555,1.6800738888888889,5.725354722222222,0.32565694444444454,24.0,,0.2778625,2.576158888888889,0.09437472222222221,1.6695011111111109,3.2524727777777778,0.7974091666666666,10.02748222222222,2.951094722222222,4.707739444444444,4.369703888888889,2.289200833333333,0.948357777777778,1.9772136111111112,,,2.3023980555555554,0.20505805555555556,4.548137500000001,0.1196125,,6.350723888888888,11.090148888888889,0.0011594444444444447,2.932346111111111,0.007912777777777777,0.0,0.07028972222222223,11.458692222222222,0.21337916666666668,0.011936944444444443,1.5418375,0.07639083333333334,1.7979736111111102,,0.08230694444444446,13.100605,0.5123477777777778,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.976027777777778,1.8554211111111112
2023-12-12,0.2091877777777778,,,3.1998394444444442,0.06503222222222223,,2.9896416666666665,1.4392719444444446,9.029433333333332,1.3562191666666668,3.0249430555555556,,0.0,8.185826944444443,,0.0024794444444444447,0.0,,3.472744166666667,0.018150555555555555,0.0,,0.7924894444444445,4.620604722222222,,4.601811666666666,0.0,2.929337777777778,0.12054388888888885,,,0.0,24.0,0.00115,0.5423680555555556,0.004778055555555555,7.433035555555555,2.144175555555555,9.514534166666667,3.520983888888889,0.0,,0.030005555555555553,0.1367675,3.048279722222222,7.708428055555556,2.6366291666666664,3.791373611111112,4.528886666666667,6.439679444444445,3.7367194444444443,3.9526088888888893,4.494682222222222,0.30335055555555557,5.8527450000000005,,,4.167839722222222,5.0700125,5.403158611111111,0.0374438888888889,,6.786203888888889,8.733401944444445,1.317709166666667,0.04671472222222222,0.1349886111111111,0.0,1.1363233333333334,9.542325277777776,0.23790111111111112,0.21330333333333332,1.077366111111111,0.6053347222222223,2.1131127777777774,,0.06443833333333332,0.5904400000000001,2.9526225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.781382777777778,2.8602380555555555
2023-12-13,0.013491666666666667,,,3.232042222222222,0.0737513888888889,,2.6959330555555554,0.010349166666666665,11.158001111111112,2.070829166666667,3.6845733333333333,,0.0,4.474430833333333,,0.012135833333333334,0.04461972222222222,,8.345831666666665,0.0,0.0,,6.80506611111111,6.9316675000000005,,0.11870444444444445,0.0,2.6959811111111107,0.6197961111111112,,,0.0,24.0,0.00011333333333333333,0.5952947222222222,0.2313225,6.077470833333334,1.6178852777777777,3.614930555555556,1.9136300000000002,0.0,,1.7618050000000005,0.37851444444444443,0.17923416666666667,3.1052280555555547,3.330705833333333,3.885096666666666,7.817378055555555,3.7588147222222217,5.047723333333333,8.628343888888889,0.2018036111111111,0.4336466666666667,2.7247624999999998,,0.7052863888888888,2.0280930555555554,1.3166513888888889,2.1343694444444443,0.07053305555555556,,8.345172222222224,11.873954166666667,0.0009824999999999999,2.3393825,0.03975777777777778,0.0,0.7275072222222223,11.392010555555556,0.08685277777777778,0.18778194444444443,4.267816666666667,0.21582250000000003,1.1810413888888889,24.0,0.08128333333333332,0.9193686111111112,3.424603333333333,0.01139111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.457041111111112,3.5671141666666664
2023-12-14,0.02192361111111111,,,2.703083888888889,0.042755555555555554,,3.4914494444444446,0.007108055555555555,5.489496388888888,3.1833291666666668,8.028975555555556,,0.0,6.009313888888888,,0.027075555555555554,0.006581944444444445,,2.2288813888888885,0.0,0.0,,3.352902222222222,3.998519722222222,,5.951874999999999,0.0,2.3619425,0.07275250000000001,,,0.0,24.0,0.008805555555555554,0.64355,0.015840277777777776,12.585108055555558,2.5810825,5.83824888888889,3.4085752777777776,0.0,,1.899588611111111,2.228823333333333,0.029628333333333333,2.9467488888888886,6.170495,2.806115833333334,5.473959722222222,3.9780824999999997,2.2833308333333333,4.1397825,3.2319063888888886,0.15105,2.471359722222222,,1.7293150000000002,0.020818055555555555,7.843882777777778,4.199360833333333,1.0915977777777777,,4.766378333333333,14.39855972222222,2.113761944444444,3.8638630555555555,0.22202305555555552,0.0,0.042859444444444436,10.113112777777777,0.27622111111111114,0.005819722222222223,3.935128333333333,3.0062719444444443,0.9472600000000001,0.0,0.039301111111111106,0.7869341666666667,0.454575,4.001916111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.091549166666666,7.56808777777778
2023-12-15,0.0019297222222222224,,,0.6907783333333334,0.1594538888888889,,1.8774294444444446,0.008926666666666666,8.631981944444446,4.494182777777778,2.421329722222222,,0.0,3.6359352777777785,,0.01045388888888889,0.001340277777777778,,2.2661427777777776,0.15280416666666669,0.0,,4.086201944444444,5.147773611111111,,5.8009288888888895,0.0,1.9297152777777777,0.04639277777777777,,,0.0,24.0,0.0,0.5313088888888888,0.016461388888888887,3.4668586111111113,5.380739166666666,4.88964111111111,8.15126027777778,0.0,,0.030098333333333335,0.07990388888888889,2.0395797222222223,5.588228055555556,3.6022475000000003,3.50201,8.294897222222222,4.153028055555556,1.3171894444444445,0.12721055555555555,1.9580558333333333,1.4910983333333334,3.4145119444444445,,3.278819166666667,3.8722725000000002,5.130756666666667,1.8783525,0.06643944444444444,,3.9888786111111108,13.092142500000001,3.5897275,7.284561388888888,0.3233847222222223,0.0,0.7652122222222222,13.799189444444444,0.19640472222222224,0.0,0.42993055555555554,0.27046861111111115,2.751894722222221,1.77465,2.2320197222222222,2.1195530555555555,0.060275555555555554,7.732219166666668,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,3.576101944444445,3.6431788888888885
2023-12-16,0.016565277777777776,,,0.23227472222222223,0.2682808333333333,,1.4742022222222222,0.2993241666666666,4.094516944444444,2.462666666666667,3.0501658333333332,,0.0,6.0159975,,0.018352222222222225,3.6726119444444443,,3.124156666666666,0.0,0.0,,0.836298611111111,7.343385277777778,,2.305918333333333,0.0,2.6264725,0.03263666666666667,,,0.0,24.0,0.0,0.7224508333333333,0.019716944444444443,12.0269225,1.348548333333333,3.5325533333333334,2.695745555555556,0.0,,0.7489936111111111,0.0016027777777777778,0.04571638888888889,0.9099391666666666,0.3695730555555556,1.0229261111111108,8.857096944444443,4.67511,1.1159722222222221,2.981005277777778,0.3552125,0.5368086111111111,3.733932222222222,,1.6987830555555556,1.777686111111111,0.4207011111111111,3.3788866666666664,0.06030583333333333,,6.651810277777777,11.925380833333332,0.0,0.0368838888888889,0.011065833333333334,0.0,0.5676347222222222,6.5295677777777765,0.8408683333333333,0.0,3.34258,0.2259258333333334,0.7794925,1.9448161111111109,2.5674719444444447,0.004922777777777778,2.3760652777777778,5.821319444444445,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,3.586663333333333,1.1287494444444441
2023-12-17,0.030617222222222226,,,1.2474044444444445,0.18262027777777773,,1.7884983333333335,0.3018747222222222,5.007223055555556,2.215660277777778,1.0341919444444445,,0.0,1.9159050000000002,,0.04036055555555555,0.0,,2.1213905555555552,0.0,0.0,,5.510031944444445,4.558881944444444,,4.492181944444444,0.0,4.967615833333333,2.2037572222222215,,,0.0,24.0,0.002918611111111111,0.5417327777777778,0.0029702777777777774,6.942407222222221,4.090334722222222,6.48105361111111,2.629619166666666,0.0,,0.01154138888888889,0.0,2.0052169444444448,0.7240002777777778,5.618178333333334,0.5346100000000001,7.557018055555555,6.261224166666666,2.113448611111111,0.9293869444444445,3.299459166666667,0.18907277777777778,3.632246388888889,,1.201591388888889,2.344267777777778,5.539419444444445,0.0,1.1468969444444446,,3.8766030555555555,10.04078638888889,0.07006888888888889,1.6864647222222222,0.6163055555555554,0.0,0.43206583333333326,0.014600833333333335,1.448965277777778,0.9164291666666666,0.003483888888888889,0.19750555555555552,3.116728611111111,0.8659700000000001,0.5212727777777777,0.0023799999999999997,4.374859722222222,0.015606388888888888,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,1.7377897222222223,1.4041733333333333
2023-12-18,0.9142719444444446,,,2.8782272222222214,0.2611477777777778,,2.8236833333333333,1.3509850000000003,7.851065277777778,0.052841944444444455,2.1606502777777776,,0.0,6.177845833333334,,0.045718888888888885,0.0026883333333333334,,4.778744166666667,0.0,0.0,,4.209258055555555,4.054181111111111,,7.116619166666665,0.0,2.948992777777778,1.182941388888889,,,0.0,24.0,0.004174722222222222,0.6878719444444447,0.007535555555555556,5.708004444444444,5.438260555555555,5.111094166666666,3.2811525,0.0,,0.006486666666666666,3.347613611111111,0.7732241666666668,2.8135252777777784,0.49617916666666667,2.491455000000001,6.4356413888888895,2.7087661111111117,3.9754300000000002,3.3347030555555555,0.0050683333333333335,1.8145827777777772,3.5109844444444445,,5.419452222222223,2.292223888888889,2.808297222222222,3.095636388888889,0.02161111111111111,,4.930188611111111,12.970364722222223,0.010993333333333334,3.2091211111111115,0.11043888888888888,0.0,0.7336041666666665,8.769885000000002,0.18588027777777777,0.01240388888888889,1.977998888888889,1.3937619444444442,2.520358888888889,2.7498611111111124,1.2306427777777782,0.0,8.190746666666668,3.59732638888889,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,2.6470191666666665,0.7925413888888889
2023-12-19,0.44305611111111115,,,19.85060305555556,0.21307361111111114,,2.614729722222222,0.08309194444444445,7.467238611111111,19.812347777777777,2.276770833333333,,0.0,7.228465000000001,,0.01719361111111111,0.0001175,,3.776563611111112,0.0040080555555555555,0.0,,2.351695833333333,6.8301855555555555,,6.979423611111112,0.0,1.1735155555555554,0.0497836111111111,,,0.0,24.0,0.0074155555555555554,1.085743611111111,0.013319166666666667,5.035429722222222,1.1862705555555555,8.440079166666667,5.4387252777777775,0.0,,0.40155638888888884,1.766748611111111,1.5320547222222225,5.261118888888889,4.0762680555555555,3.0758574999999997,7.335168888888889,1.164728888888889,3.5812383333333337,2.9683486111111113,3.6136236111111115,0.4522555555555555,7.792848888888889,,0.8336216666666667,3.785748611111112,19.051855833333335,1.1514102777777777,0.030117222222222226,,8.201220555555555,9.363281666666666,0.0019066666666666663,0.031545833333333335,0.15746083333333333,0.0,1.2325755555555553,8.462931111111109,1.4244808333333332,0.0033719444444444448,0.009292222222222223,0.05075055555555555,0.5872730555555555,1.791640277777778,0.07861666666666665,2.781040833333333,0.8208927777777779,3.3263322222222227,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.211806944444445,3.4834283333333333
